time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/value_loss,train/clip_range,train/entropy_loss,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/loss,train/approx_kl
2749,24678400,1205,8974,0.037877832567319275,0.2,-2.5658344984054566,0.39680391550064087,12040,-0.006207520517054945,0.067744140625,0.0001,-0.01263369619846344,0.02207745
2749,24698880,1206,8981,0.04444190472364426,0.2,-2.5634509569406507,0.48620593547821045,12050,-0.006209475131472572,0.062939453125,0.0001,-0.030381424352526665,0.019160392
2749,24719360,1207,8988,0.04550430535338819,0.2,-2.559466523528099,0.4771002531051636,12060,-0.005604125170502811,0.0623046875,0.0001,-0.003935137763619423,0.021343982
2749,24739840,1208,8996,0.04493845633696765,0.2,-2.563745808005333,0.4650975465774536,12070,-0.006200557050469797,0.0611669921875,0.0001,-0.018814275041222572,0.020504687
2750,24760320,1209,9003,0.037740807649679485,0.2,-2.5727300882339477,0.4460781216621399,12080,-0.004872192223119782,0.053212890625,0.0001,-0.018948525190353394,0.019689715
2750,24780800,1210,9011,0.03401866398286074,0.2,-2.5721901136636736,0.45036959648132324,12090,-0.005493804498255486,0.0576611328125,0.0001,-0.01777176558971405,0.017615478
2750,24801280,1211,9018,0.03665659036953002,0.2,-2.5844651120901108,0.4634244441986084,12100,-0.0054877669858979065,0.0638330078125,0.0001,-0.018759578466415405,0.020612342
2750,24821760,1212,9025,0.05319061927963048,0.2,-2.5825936710834503,0.4126736521720886,12110,-0.005551054757961538,0.0653076171875,0.0001,-0.0034682191908359528,0.0205
2750,24842240,1213,9033,0.048512769490480424,0.2,-2.6153406214714052,0.4311597943305969,12120,-0.0053563868670607915,0.0611376953125,0.0001,-0.012895770370960236,0.020924926
2750,24862720,1214,9040,0.03657644040882588,0.2,-2.594622421860695,0.392952561378479,12130,-0.0056642612008727155,0.054677734375,0.0001,-0.013683471828699112,0.022034774
2750,24883200,1215,9047,0.035187978153117,0.2,-2.5834850913286207,0.4618799686431885,12140,-0.006856290903815534,0.06560546875,0.0001,-0.011076118797063828,0.020351347
2750,24903680,1216,9055,0.04071472180075943,0.2,-2.5729073983430863,0.45984506607055664,12150,-0.006239710336667485,0.0638427734375,0.0001,-0.013575546443462372,0.020931482
2750,24924160,1217,9062,0.0371106146229431,0.2,-2.5590461510419846,0.46871739625930786,12160,-0.006696380494395271,0.063798828125,0.0001,-0.016451023519039154,0.021100115
2750,24944640,1218,9069,0.03612345167435706,0.2,-2.5784403651952745,0.5177721679210663,12170,-0.004560374651337042,0.05703125,0.0001,-0.011560417711734772,0.021118302
2750,24965120,1219,9077,0.03806580117437988,0.2,-2.574739428758621,0.3863346576690674,12180,-0.006277088638744317,0.0627734375,0.0001,-0.018249407410621643,0.02037699
2750,24985600,1220,9084,0.02695730055682361,0.2,-2.5959083533287046,0.40352290868759155,12190,-0.004978126488276757,0.0623046875,0.0001,-0.023440275341272354,0.01857183
2750,25006080,1221,9091,0.040228201020509,0.2,-2.6329067027568818,0.5111127197742462,12200,-0.006073199795209803,0.06318359375,0.0001,-0.013636995106935501,0.01822497
2750,25026560,1222,9099,0.03796198884025216,0.2,-2.59231112241745,0.41506463289260864,12210,-0.0056049794220598415,0.0596875,0.0001,-0.027153242379426956,0.018007388
2750,25047040,1223,9106,0.03892263565212488,0.2,-2.591127073764801,0.397030770778656,12220,-0.0054749862727476286,0.0618896484375,0.0001,-0.025562133640050888,0.019733664
2750,25067520,1224,9113,0.036414752914570275,0.2,-2.5935707288980483,0.4229162335395813,12230,-0.0058150535490131,0.0591845703125,0.0001,-0.018534991890192032,0.019843185
2750,25088000,1225,9121,0.034707181937992576,0.2,-2.5706815683841704,0.44678783416748047,12240,-0.00719138123182347,0.0643359375,0.0001,-0.0284448079764843,0.020335753
2750,25108480,1226,9128,0.03123232111800462,0.2,-2.567623627781868,0.36016136407852173,12250,-0.006165923436637968,0.0589599609375,0.0001,-0.022288210690021515,0.019106964
2750,25128960,1227,9135,0.03435984729323536,0.2,-2.597263735532761,0.3779436945915222,12260,-0.004714991864748299,0.06154296875,0.0001,-0.009533390402793884,0.018014785
2750,25149440,1228,9143,0.029382449351251127,0.2,-2.5822006940841673,0.3972519040107727,12270,-0.00598728982382454,0.0581591796875,0.0001,-0.02758863940834999,0.018186558
2750,25169920,1229,9150,0.030316227537114174,0.2,-2.5870964801311493,0.3795149326324463,12280,-0.0072860966043663215,0.0679541015625,0.0001,-0.021895531564950943,0.022420812
2750,25190400,1230,9157,0.03088563674595207,0.2,-2.5811260610818865,0.3964325785636902,12290,-0.005333241087500937,0.0619140625,0.0001,-0.004031723365187645,0.022537757
2750,25210880,1231,9165,0.02930305905174464,0.2,-2.5834799146652223,0.3996787667274475,12300,-0.006542645864537917,0.06267578125,0.0001,-0.027659446001052856,0.020186657
2750,25231360,1232,9172,0.038106972258538006,0.2,-2.6010589504241945,0.4544806480407715,12310,-0.005708590519352583,0.057265625,0.0001,-0.022633932530879974,0.018109117
2750,25251840,1233,9180,0.03205862241331488,0.2,-2.622536997795105,0.4826885461807251,12320,-0.006254284657479729,0.061884765625,0.0001,-0.0026628151535987854,0.019826934
2750,25272320,1234,9187,0.03152831648010761,0.2,-2.618375785946846,0.4561481475830078,12330,-0.005683185183443129,0.059033203125,0.0001,-0.01439240574836731,0.01781768
2750,25292800,1235,9195,0.02801017851335928,0.2,-2.5985764127969744,0.3909156918525696,12340,-0.005603894826490432,0.0549853515625,0.0001,-0.021587029099464417,0.020275528
2750,25313280,1236,9202,0.03803120837546885,0.2,-2.588445494771004,0.42510879039764404,12350,-0.007872960987442638,0.0722216796875,0.0001,-0.021393179893493652,0.022770127
2750,25333760,1237,9209,0.038613547887653116,0.2,-2.558117108941078,0.4264121651649475,12360,-0.005290769183193334,0.063974609375,0.0001,-0.017212627455592155,0.020125795
2750,25354240,1238,9217,0.03869732963386923,0.2,-2.569731558561325,0.4535207152366638,12370,-0.005645557966345222,0.05982421875,0.0001,-0.02905948832631111,0.01868118
2750,25374720,1239,9224,0.03747762389481068,0.2,-2.5694441652297972,0.40373027324676514,12380,-0.006013858654769138,0.062333984375,0.0001,-0.019783761352300644,0.021162216
2750,25395200,1240,9232,0.04006094060838222,0.2,-2.5591028863191605,0.4211920499801636,12390,-0.006702642338132137,0.0694384765625,0.0001,-0.017315993085503578,0.020928064
2750,25415680,1241,9239,0.0383522392809391,0.2,-2.564710408449173,0.42200493812561035,12400,-0.006123236384592019,0.06396484375,0.0001,-0.02290479466319084,0.025051063
2750,25436160,1242,9246,0.03023830972146243,0.2,-2.55884394466877,0.4375404715538025,12410,-0.006676047602959443,0.0640283203125,0.0001,-0.029847128316760063,0.023590233
2750,25456640,1243,9254,0.04030384290032089,0.2,-2.5556769263744354,0.48961877822875977,12420,-0.00526449869183125,0.063046875,0.0001,-0.021992390975356102,0.021407673
2750,25477120,1244,9261,0.03351777188479901,0.2,-2.601738111972809,0.49027925729751587,12430,-0.0051543052977649495,0.060439453125,0.0001,-0.018230129033327103,0.01818778
2750,25497600,1245,9268,0.039298351677134635,0.2,-2.5918163442611695,0.49777960777282715,12440,-0.007530541382730007,0.0659814453125,0.0001,-0.014448166824877262,0.021525677
2750,25518080,1246,9276,0.03451910034287721,0.2,-2.5896392369270327,0.4155285358428955,12450,-0.005654063825495541,0.0638720703125,0.0001,-0.008432909846305847,0.022851376
2750,25538560,1247,9283,0.035254492275416854,0.2,-2.6041478341817856,0.3669300675392151,12460,-0.005105235332157463,0.058466796875,0.0001,-0.023006822913885117,0.02115042
2750,25559040,1248,9291,0.0355076180677861,0.2,-2.6117640453577042,0.4028189182281494,12470,-0.006078320953529328,0.0604833984375,0.0001,-0.007315808907151222,0.019089576
2750,25579520,1249,9298,0.034546439503319565,0.2,-2.5776650637388228,0.38306087255477905,12480,-0.005878860774391797,0.0642236328125,0.0001,-0.0201827734708786,0.021953683
2750,25600000,1250,9306,0.035494459206238387,0.2,-2.597615498304367,0.5342724323272705,12490,-0.005131652757409028,0.0602197265625,0.0001,-0.037753887474536896,0.022251924
2750,25620480,1251,9313,0.04229363100137561,0.2,-2.587342176437378,0.39813923835754395,12500,-0.0060160758832353166,0.0611181640625,0.0001,-0.01652759313583374,0.019323593
2750,25640960,1252,9321,0.031050903401337565,0.2,-2.5864454263448717,0.5012926757335663,12510,-0.005699882605986204,0.061015625,0.0001,-0.03210464492440224,0.019231427
2750,25661440,1253,9328,0.04520643362775445,0.2,-2.583650574684143,0.3894188404083252,12520,-0.0055028399819275365,0.0599658203125,0.0001,-0.018763631582260132,0.020014023
2750,25681920,1254,9336,0.04166482427623123,0.2,-2.544233138561249,0.4760895371437073,12530,-0.005546053837460932,0.062197265625,0.0001,-0.009356798604130745,0.021169145
2750,25702400,1255,9343,0.03269682668615133,0.2,-2.597675436735153,0.42429476976394653,12540,-0.005307406178326346,0.0628662109375,0.0001,-0.01905934512615204,0.020430163
2750,25722880,1256,9351,0.03916670888196677,0.2,-2.5661439764499665,0.45101892948150635,12550,-0.005454325448372401,0.057490234375,0.0001,-0.023744529113173485,0.019537868
2750,25743360,1257,9358,0.035407466227188704,0.2,-2.5641808563470843,0.4449150562286377,12560,-0.0047139846748905255,0.051728515625,0.0001,-0.01613445393741131,0.022217562
2750,25763840,1258,9365,0.03874125193338841,0.2,-2.6030304300785065,0.4332190752029419,12570,-0.005964324459200725,0.05962890625,0.0001,-0.02935558184981346,0.019993491
2750,25784320,1259,9373,0.03782450002618134,0.2,-2.5963325011730194,0.39009976387023926,12580,-0.0058972885520779525,0.066064453125,0.0001,-0.025928208604454994,0.022391185
2750,25804800,1260,9380,0.047422977294772864,0.2,-2.5884454798698426,0.41189610958099365,12590,-0.00608421491633635,0.06208984375,0.0001,-0.007354438304901123,0.019176079
2750,25825280,1261,9387,0.04034275182522833,0.2,-2.616639084815979,0.4321520924568176,12600,-0.005845717643387616,0.060634765625,0.0001,-0.017977023497223854,0.02197257
2750,25845760,1262,9395,0.030182165019214155,0.2,-2.637446605563164,0.4315536618232727,12610,-0.0053618161057238465,0.063720703125,0.0001,-0.02267741784453392,0.023380425
2750,25866240,1263,9402,0.047129950164817275,0.2,-2.625923333764076,0.45629435777664185,12620,-0.006681642771000042,0.0653076171875,0.0001,-0.02263823337852955,0.02009886
2750,25886720,1264,9410,0.03461563706863671,0.2,-2.6487435090541838,0.43956559896469116,12630,-0.005966192070336547,0.05853515625,0.0001,-0.02458985149860382,0.02047115
2750,25907200,1265,9417,0.04602617887314409,0.2,-2.6367882299423218,0.4387670159339905,12640,-0.005493043776950799,0.060087890625,0.0001,-0.021310189738869667,0.020358406
2750,25927680,1266,9424,0.05022222861181944,0.2,-2.649007435441017,0.4787466526031494,12650,-0.006400761621480342,0.0636474609375,0.0001,-0.011425329372286797,0.02044284
2751,25948160,1267,9432,0.03990298911463469,0.2,-2.651610810160637,0.48628371953964233,12660,-0.00561150902940426,0.063564453125,0.0001,-0.02804931066930294,0.020933622
2751,25968640,1268,9439,0.0420171485375613,0.2,-2.6473614197969435,0.44888782501220703,12670,-0.00609731418240699,0.0665185546875,0.0001,-0.018233763054013252,0.02257619
2751,25989120,1269,9446,0.038635200215503575,0.2,-2.6431264328956603,0.45577287673950195,12680,-0.005618866546428763,0.05865234375,0.0001,-0.02233874797821045,0.02537224
2751,26009600,1270,9454,0.03195881712250412,0.2,-2.626987416148186,0.4342414140701294,12690,-0.005359098551416537,0.0637109375,0.0001,-0.020633060485124588,0.018774372
2751,26030080,1271,9461,0.027369543220847847,0.2,-2.607694237232208,0.41551876068115234,12700,-0.006368123493448365,0.0605810546875,0.0001,-0.030872613191604614,0.01943833
2751,26050560,1272,9469,0.03335007627494633,0.2,-2.6015895986557007,0.4405232071876526,12710,-0.005545817991369404,0.0668798828125,0.0001,-0.03369181603193283,0.019293511
2750,26071040,1273,9477,0.044776519839651883,0.2,-2.608751203417778,0.45313215255737305,12720,-0.005040256390639115,0.0593896484375,0.0001,-0.017135992646217346,0.01974383
2750,26091520,1274,9484,0.04859066309873015,0.2,-2.6118366956710815,0.49031955003738403,12730,-0.004768548681167886,0.062861328125,0.0001,-0.014361700043082237,0.019427123
2751,26112000,1275,9491,0.04161079466342926,0.2,-2.625617256164551,0.5340502262115479,12740,-0.004184579248540103,0.05982421875,0.0001,-0.01575886644423008,0.02002669
2751,26132480,1276,9499,0.03656846320722252,0.2,-2.5834781926870347,0.5026812851428986,12750,-0.005047098974464461,0.0578076171875,0.0001,-0.023227937519550323,0.021824408
2751,26152960,1277,9506,0.034581835558637974,0.2,-2.597381951212883,0.41816848516464233,12760,-0.0054777882280177435,0.0577392578125,0.0001,-0.02496968023478985,0.022229781
2751,26173440,1278,9513,0.03551995856687427,0.2,-2.598070120215416,0.39640939235687256,12770,-0.0071578456326096785,0.0706884765625,0.0001,-0.03244444727897644,0.021652337
2751,26193920,1279,9521,0.0360880162473768,0.2,-2.6225613343715666,0.517395555973053,12780,-0.007100750513491221,0.0619091796875,0.0001,-0.03300148621201515,0.020505559
2751,26214400,1280,9528,0.042056853817775845,0.2,-2.6176707339286804,0.4116588830947876,12790,-0.005841621608415153,0.0636767578125,0.0001,-0.022834522649645805,0.021449696
2751,26234880,1281,9535,0.04048775067087263,0.2,-2.6003478634357453,0.4178999066352844,12800,-0.004161699013202451,0.0581982421875,0.0001,-0.012690134346485138,0.0193335
2751,26255360,1282,9543,0.03415137929376215,0.2,-2.6247686636447907,0.46156299114227295,12810,-0.005698810624307953,0.0618798828125,0.0001,-0.022656546905636787,0.0197646
2751,26275840,1283,9550,0.026397504038177432,0.2,-2.6350139313936234,0.42387592792510986,12820,-0.005540802230825648,0.06353515625,0.0001,-0.016214683651924133,0.019593386
2751,26296320,1284,9557,0.04421514352317899,0.2,-2.6557442897558214,0.4269106388092041,12830,-0.007453296692401637,0.0736328125,0.0001,-0.014735020697116852,0.020224825
2751,26316800,1285,9565,0.034154310086742044,0.2,-2.670932679772377,0.47170668840408325,12840,-0.004069571469153743,0.0517578125,0.0001,-0.023504609242081642,0.019953396
2751,26337280,1286,9572,0.04287460017483682,0.2,-2.6620117950439455,0.464120090007782,12850,-0.005558756681566592,0.063466796875,0.0001,-0.019052593037486076,0.023448901
2751,26357760,1287,9580,0.040619501480832695,0.2,-2.672854145765305,0.3978338837623596,12860,-0.004466323223314248,0.0562158203125,0.0001,-0.029672442004084587,0.019900382
2751,26378240,1288,9587,0.04382320567965507,0.2,-2.652950601577759,0.5029650628566742,12870,-0.006791433515027165,0.06267578125,0.0001,0.001411614939570427,0.02021359
2751,26398720,1289,9595,0.03568343996070325,0.2,-2.6401669657230378,0.48881202936172485,12880,-0.005986257464683149,0.055751953125,0.0001,-0.0007528141140937805,0.019708231
2751,26419200,1290,9602,0.03639908277895301,0.2,-2.6680372661352156,0.4343891143798828,12890,-0.006684564284514635,0.0629296875,0.0001,-0.029306849464774132,0.020825723
2751,26439680,1291,9609,0.03429542744066566,0.2,-2.663404235243797,0.48955124616622925,12900,-0.006448874085326679,0.0593505859375,0.0001,-0.022130701690912247,0.025423016
2751,26460160,1292,9617,0.0420593853155151,0.2,-2.6641973888874055,0.44560015201568604,12910,-0.005509635251364671,0.0661962890625,0.0001,-0.007461760193109512,0.022079062
2751,26480640,1293,9624,0.04016028689220548,0.2,-2.6425443571805953,0.48063331842422485,12920,-0.0055052718153456226,0.0599365234375,0.0001,-0.025111479684710503,0.024313362
2751,26501120,1294,9631,0.037370110624469814,0.2,-2.6661588114500048,0.5296964049339294,12930,-0.006444709421193693,0.0564013671875,0.0001,-0.0231487937271595,0.018517355
2751,26521600,1295,9639,0.03794259907212108,0.2,-2.6591400200128557,0.45305198431015015,12940,-0.00601402701693587,0.06376953125,0.0001,-0.011697379872202873,0.018334996
2751,26542080,1296,9646,0.0497167730377987,0.2,-2.647598158121109,0.44836318492889404,12950,-0.006417592907673679,0.0580712890625,0.0001,-0.009546944871544838,0.019166023
2751,26562560,1297,9653,0.03253258240409195,0.2,-2.6405064421892166,0.3937590718269348,12960,-0.00657284622953739,0.066953125,0.0001,-0.0290360227227211,0.022411773
2751,26583040,1298,9661,0.0344895773101598,0.2,-2.6571414494514465,0.39143121242523193,12970,-0.005271035693804152,0.0575439453125,0.0001,-0.021941758692264557,0.02160797
2751,26603520,1299,9668,0.04019232799764723,0.2,-2.638570796251297,0.39237356185913086,12980,-0.0059342682332498954,0.0515869140625,0.0001,-0.024519704282283783,0.018383462
2751,26624000,1300,9676,0.03292250921018422,0.2,-2.6479010009765624,0.446991503238678,12990,-0.006630836140539031,0.056806640625,0.0001,-0.02166558802127838,0.017916571
2751,26644480,1301,9683,0.03661487089470029,0.2,-2.6556639671325684,0.4144822955131531,13000,-0.005926316407567356,0.0610009765625,0.0001,-0.015962081030011177,0.02052067
2751,26664960,1302,9690,0.04042296946514398,0.2,-2.6453775715827943,0.42441850900650024,13010,-0.005578194721019827,0.06232421875,0.0001,-0.017185520380735397,0.023463393
2751,26685440,1303,9698,0.043099075420759615,0.2,-2.6703118336200715,0.4951380491256714,13020,-0.005539166153757833,0.0647216796875,0.0001,-0.018041837960481644,0.019007256
2751,26705920,1304,9705,0.04432646888308227,0.2,-2.6630870002508162,0.40308570861816406,13030,-0.0070459811584441924,0.0639111328125,0.0001,-0.00781518965959549,0.021149928
2751,26726400,1305,9712,0.04137980544008315,0.2,-2.6800158643722534,0.49687516689300537,13040,-0.005597303353715688,0.058828125,0.0001,-0.014894964173436165,0.02022456
2751,26746880,1306,9720,0.039301679371856156,0.2,-2.676218717098236,0.378432035446167,13050,-0.0042320554307661955,0.0555517578125,0.0001,-0.017679670825600624,0.02188166
2751,26767360,1307,9727,0.04351352936122566,0.2,-2.679827075600624,0.4313521981239319,13060,-0.0034868994445423594,0.0646923828125,0.0001,-0.016170118004083633,0.019245584
2751,26787840,1308,9734,0.042745773866772654,0.2,-2.696819720864296,0.4868377447128296,13070,-0.006319482625694945,0.0620166015625,0.0001,-0.018943605944514275,0.018935459
2751,26808320,1309,9742,0.03346642353571951,0.2,-2.669200580716133,0.47421663999557495,13080,-0.005441923775797477,0.0577685546875,0.0001,-0.0243112500756979,0.020112908
2751,26828800,1310,9749,0.03678511638194323,0.2,-2.6605682444572447,0.44603049755096436,13090,-0.0058543942117830735,0.0664306640625,0.0001,-0.0038826465606689453,0.020425659
2751,26849280,1311,9757,0.04523276903200894,0.2,-2.661598491668701,0.4611976146697998,13100,-0.006218296623119386,0.0616162109375,0.0001,-0.022949647158384323,0.021251395
2751,26869760,1312,9764,0.030733178588561713,0.2,-2.6913829928636552,0.45943528413772583,13110,-0.006365003062819596,0.0633642578125,0.0001,-0.022678237408399582,0.021921506
2751,26890240,1313,9771,0.047132337265647944,0.2,-2.6723344773054123,0.5064734816551208,13120,-0.007028666323894868,0.065146484375,0.0001,-0.021776191890239716,0.02107378
2751,26910720,1314,9779,0.03444658973952755,0.2,-2.6825321221351626,0.42258745431900024,13130,-0.006110536124324426,0.0666357421875,0.0001,-0.02387351542711258,0.018553192
2751,26931200,1315,9786,0.03613191950134933,0.2,-2.664036235809326,0.4104841947555542,13140,-0.00569991267460864,0.0657861328125,0.0001,-0.018595432862639427,0.020713175
2751,26951680,1316,9793,0.03500662901904434,0.2,-2.6487928611040115,0.4293246865272522,13150,-0.005904853948450182,0.069609375,0.0001,-0.021493777632713318,0.024050314
2751,26972160,1317,9801,0.039300807588733735,0.2,-2.6696129995584488,0.48812705278396606,13160,-0.005690467193198856,0.0593798828125,0.0001,-0.021815232932567596,0.019535273
2751,26992640,1318,9808,0.025746940202079713,0.2,-2.6710754078626633,0.33117854595184326,13170,-0.005367204449721612,0.063212890625,0.0001,-0.018071874976158142,0.021541327
2751,27013120,1319,9816,0.030710186888463796,0.2,-2.682938395142555,0.44505149126052856,13180,-0.006522029242187272,0.058876953125,0.0001,-0.02529427781701088,0.019533044
2751,27033600,1320,9823,0.034394320771098136,0.2,-2.6725542336702346,0.40488672256469727,13190,-0.006259057018032763,0.06724609375,0.0001,-0.022008195519447327,0.022917202
2751,27054080,1321,9830,0.021302407670300453,0.2,-2.6543218910694124,0.30106669664382935,13200,-0.00721118550747633,0.064814453125,0.0001,-0.02573394775390625,0.019528957
2751,27074560,1322,9838,0.0361815877025947,0.2,-2.6434475618600843,0.39711546897888184,13210,-0.00605402096407488,0.068251953125,0.0001,-0.019300904124975204,0.021641012
2752,27095040,1323,9845,0.03347202064469457,0.2,-2.6463932490348814,0.4474191665649414,13220,-0.006029728153371252,0.064365234375,0.0001,-0.02701503597199917,0.021260459
2751,27115520,1324,9853,0.03744330070912838,0.2,-2.6273144298791884,0.4341025948524475,13230,-0.005924381707445719,0.0671875,0.0001,-0.015671802684664726,0.022519382
2751,27136000,1325,9860,0.035982979289256034,0.2,-2.636010083556175,0.3868945240974426,13240,-0.004862137377203908,0.056494140625,0.0001,-0.023961372673511505,0.020389844
2751,27156480,1326,9868,0.03972571573685855,0.2,-2.6479251849651337,0.4908400774002075,13250,-0.006737075556011405,0.0553857421875,0.0001,-0.02728099934756756,0.01958219
2751,27176960,1327,9875,0.030448090876452626,0.2,-2.622533988952637,0.4900364279747009,13260,-0.006310308022075333,0.064990234375,0.0001,-0.03166860714554787,0.01927294
2751,27197440,1328,9883,0.029292840515263378,0.2,-2.6395826530456543,0.38494205474853516,13270,-0.005490142030757852,0.0583251953125,0.0001,-0.028658907860517502,0.021190237
2751,27217920,1329,9890,0.04420170927420258,0.2,-2.6513046300411225,0.4658172130584717,13280,-0.006346720014698803,0.0768115234375,0.0001,-0.020324716344475746,0.020677522
2751,27238400,1330,9897,0.03486217129044235,0.2,-2.638695645928383,0.3985641598701477,13290,-0.005862049952265806,0.0589990234375,0.0001,-0.01700826920568943,0.021504017
2751,27258880,1331,9905,0.03549340029247105,0.2,-2.617563940286636,0.479223370552063,13300,-0.006491170116642024,0.0641845703125,0.0001,-0.021370384842157364,0.022144318
2751,27279360,1332,9912,0.030510979322716594,0.2,-2.6256259071826933,0.36478906869888306,13310,-0.005787551356479526,0.0576953125,0.0001,-0.02115797810256481,0.01922057
2751,27299840,1333,9920,0.033594455141574144,0.2,-2.6239937764406203,0.38698244094848633,13320,-0.005517653293791227,0.05828125,0.0001,-0.0220156479626894,0.017635105
2751,27320320,1334,9927,0.03320560794789344,0.2,-2.6382166707515715,0.36876994371414185,13330,-0.005708693121705437,0.061044921875,0.0001,-0.021178513765335083,0.018637205
2751,27340800,1335,9934,0.03632235190831125,0.2,-2.6076543140411377,0.43201255798339844,13340,-0.0069502168908366,0.0685009765625,0.0001,-0.02716889977455139,0.021069665
2751,27361280,1336,9942,0.02817331184167415,0.2,-2.6103793454170225,0.37526851892471313,13350,-0.005134716701431899,0.060166015625,0.0001,-0.025004319846630096,0.017971719
2751,27381760,1337,9950,0.034355447236448525,0.2,-2.6306763237714765,0.445157527923584,13360,-0.0061303295742254705,0.065908203125,0.0001,-0.023409748449921608,0.020190109
2751,27402240,1338,9957,0.036635260176844896,0.2,-2.6205499857664107,0.4668766260147095,13370,-0.006038800970418379,0.0638623046875,0.0001,-0.02309543453156948,0.020313539
2751,27422720,1339,9964,0.027052953108213842,0.2,-2.6412283849716185,0.3907551169395447,13380,-0.005611179822881241,0.0583740234375,0.0001,-0.03337850421667099,0.020044053
2751,27443200,1340,9972,0.03483604813925922,0.2,-2.653114168643951,0.47257882356643677,13390,-0.0063405574687931225,0.05345703125,0.0001,-0.021986018866300583,0.018844927
2751,27463680,1341,9979,0.0309836498927325,0.2,-2.6408315932750703,0.4239104390144348,13400,-0.006010722165228799,0.05541015625,0.0001,-0.019375475123524666,0.022420948
2752,27484160,1342,9986,0.02993883003015071,0.2,-2.6459379690885543,0.41353124380111694,13410,-0.0060728765133535485,0.0638671875,0.0001,-0.008375510573387146,0.023756033
2751,27504640,1343,9994,0.04582969594746828,0.2,-2.6551055550575255,0.4352678060531616,13420,-0.006932081031991401,0.0624755859375,0.0001,-0.017298173159360886,0.02132685
2751,27525120,1344,10001,0.04072510023601353,0.2,-2.65072085082531,0.4128592014312744,13430,-0.006173633943835739,0.062734375,0.0001,-0.023961089551448822,0.018367048
2752,27545600,1345,10009,0.041897450145334005,0.2,-2.6562078768014907,0.45510047674179077,13440,-0.005844594819936901,0.06705078125,0.0001,-0.008660376071929932,0.023722474
2752,27566080,1346,10016,0.04206033944152296,0.2,-2.6804809576272963,0.42425769567489624,13450,-0.005830538925511064,0.056689453125,0.0001,-0.022594863548874855,0.019484129
2752,27586560,1347,10023,0.03312016807496548,0.2,-2.681222777366638,0.4445522427558899,13460,-0.006846483841363806,0.0665234375,0.0001,-0.029175715520977974,0.018339267
2752,27607040,1348,10031,0.04090732916258275,0.2,-2.6636067485809325,0.5291256606578827,13470,-0.005142951676098164,0.0589306640625,0.0001,-0.008957918733358383,0.018890861
2752,27627520,1349,10038,0.042991160503588616,0.2,-2.655723837018013,0.5589596927165985,13480,-0.005638825951027684,0.06169921875,0.0001,-0.014011013321578503,0.019347215
2752,27648000,1350,10045,0.04103695065714419,0.2,-2.64249764084816,0.4142833352088928,13490,-0.006132843757513911,0.062734375,0.0001,-0.016465891152620316,0.0194801
2752,27668480,1351,10053,0.037248970437794925,0.2,-2.6649717718362806,0.4415363073348999,13500,-0.004226831876803771,0.0596875,0.0001,-0.023355558514595032,0.022605773
2752,27688960,1352,10060,0.03780184610746801,0.2,-2.6551755195856095,0.40254849195480347,13510,-0.005301044030347839,0.0651904296875,0.0001,-0.024310706183314323,0.025687415
2752,27709440,1353,10068,0.03742209662683308,0.2,-2.6587053936719895,0.40149301290512085,13520,-0.006288266345509328,0.0650634765625,0.0001,-0.016828306019306183,0.01921105
2752,27729920,1354,10075,0.04196256895549595,0.2,-2.6534723621606826,0.38558292388916016,13530,-0.00519518307672115,0.0693408203125,0.0001,0.031154176220297813,0.023868978
2752,27750400,1355,10082,0.031899544303305445,0.2,-2.6961652421951294,0.36384117603302,13540,-0.0059222946097725075,0.0655419921875,0.0001,-0.02450575679540634,0.023957964
2752,27770880,1356,10090,0.0324001434026286,0.2,-2.684380946755409,0.4455713629722595,13550,-0.0056814958044560625,0.0649072265625,0.0001,-0.03198135644197464,0.017849678
2752,27791360,1357,10097,0.03445339409634471,0.2,-2.6918482851982115,0.3517596125602722,13560,-0.00604959082120331,0.0627001953125,0.0001,-0.024279670789837837,0.018304564
2752,27811840,1358,10104,0.0376022446481511,0.2,-2.6961352252960205,0.43021029233932495,13570,-0.005295268320769537,0.0648388671875,0.0001,-0.02263522893190384,0.022910075
2752,27832320,1359,10112,0.030241911690682174,0.2,-2.6756110709905623,0.40156298875808716,13580,-0.007362585628288798,0.064560546875,0.0001,-0.02672046795487404,0.020260235
2752,27852800,1360,10119,0.030454975315369667,0.2,-2.6916594743728637,0.507111668586731,13590,-0.00715294083027402,0.0673681640625,0.0001,-0.01728813722729683,0.019192515
2752,27873280,1361,10127,0.041507419864647094,0.2,-2.69105533182621,0.3972724676132202,13600,-0.0060589972310117444,0.0623046875,0.0001,-0.017012614756822586,0.01927357
2752,27893760,1362,10134,0.032052212175913156,0.2,-2.7164745140075683,0.42800670862197876,13610,-0.006403905431070598,0.06396484375,0.0001,-0.02110307849943638,0.021900786
2752,27914240,1363,10141,0.0333116313861683,0.2,-2.6679895234107973,0.41808468103408813,13620,-0.006140910127287498,0.0605615234375,0.0001,-0.027346324175596237,0.02130631
2752,27934720,1364,10149,0.04354037126991898,0.2,-2.645126550793648,0.50799959897995,13630,-0.007934006835566833,0.067314453125,0.0001,-0.021034836769104004,0.018254299
2752,27955200,1365,10156,0.042211388698779044,0.2,-2.659072714447975,0.47216999530792236,13640,-0.0044255096078268255,0.0527392578125,0.0001,-0.014714563265442848,0.02199857
