time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/value_loss,train/clip_range,train/entropy_loss,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/loss,train/approx_kl
2739,17510400,855,6391,0.03513074020156637,0.2,-2.5886365818977355,0.3989187479019165,8540,-0.005554006652964745,0.0634130859375,0.0001,-0.01787693426012993,0.0190339
2739,17530880,856,6398,0.04014744349289685,0.2,-2.5897926038503645,0.4168059229850769,8550,-0.005161341898783576,0.0653076171875,0.0001,-0.015087109059095383,0.022380108
2739,17551360,857,6405,0.051014645569957794,0.2,-2.603321179151535,0.37851399183273315,8560,-0.005833657261973713,0.06181640625,0.0001,-0.010581407696008682,0.019662784
2740,17571840,858,6413,0.031311162132769826,0.2,-2.588904935717583,0.3041309714317322,8570,-0.005720909269002732,0.058857421875,0.0001,-0.03041379526257515,0.019803638
2739,17592320,859,6420,0.04114645634312183,0.2,-2.572352806329727,0.45913028717041016,8580,-0.005112965749576688,0.0603076171875,0.0001,-0.02285202406346798,0.01881863
2740,17612800,860,6427,0.03948872453533113,0.2,-2.592451005578041,0.42704540491104126,8590,-0.0065629472550062925,0.0584326171875,0.0001,-0.01673208177089691,0.019511063
2740,17633280,861,6435,0.026596630099229513,0.2,-2.5800060284137727,0.3182058334350586,8600,-0.0062427653904887845,0.0568359375,0.0001,-0.014047691598534584,0.01730471
2740,17653760,862,6442,0.03481390447355807,0.2,-2.5915899479389193,0.3902166485786438,8610,-0.005973786118847784,0.06513671875,0.0001,-0.02798372320830822,0.020780632
2740,17674240,863,6450,0.03877373128663748,0.2,-2.6021188926696777,0.45654284954071045,8620,-0.006098142408882267,0.0609130859375,0.0001,-0.02186422049999237,0.021112327
2740,17694720,864,6457,0.034271059716120364,0.2,-2.5857548958063123,0.4538257122039795,8630,-0.004876024227705784,0.0610400390625,0.0001,-0.025237327441573143,0.021111157
2740,17715200,865,6464,0.03739297312684357,0.2,-2.5783341735601426,0.3852340579032898,8640,-0.005581923291319981,0.058408203125,0.0001,-0.01182081550359726,0.02214025
2740,17735680,866,6472,0.0381887436285615,0.2,-2.5817611813545227,0.43960702419281006,8650,-0.004858084248553496,0.0601513671875,0.0001,-0.014586284756660461,0.019284282
2740,17756160,867,6479,0.05183888056315482,0.2,-2.5878733843564987,0.5283538699150085,8660,-0.00501238410390215,0.0605078125,0.0001,-0.010323945432901382,0.020122608
2740,17776640,868,6486,0.036256263172253965,0.2,-2.592720744609833,0.5022157728672028,8670,-0.006461271173902787,0.058876953125,0.0001,-0.018224075436592102,0.018542277
2740,17797120,869,6494,0.0372051305975765,0.2,-2.5750517016649246,0.46692681312561035,8680,-0.0062582459731493146,0.0586181640625,0.0001,-0.015624601393938065,0.019717157
2740,17817600,870,6501,0.03971510071773082,0.2,-2.597635101675987,0.45189887285232544,8690,-0.006164089183730539,0.06234375,0.0001,-0.020645393058657646,0.018059626
2740,17838080,871,6509,0.04309643931686878,0.2,-2.594301644563675,0.43241703510284424,8700,-0.007201917868806049,0.0597119140625,0.0001,-0.02023819088935852,0.020990549
2740,17858560,872,6516,0.0325226544123143,0.2,-2.597736405134201,0.4083145260810852,8710,-0.006598058241070248,0.0640380859375,0.0001,-0.02002449333667755,0.02012019
2740,17879040,873,6523,0.03632965750526637,0.2,-2.610559932589531,0.4582037329673767,8720,-0.006248531549063046,0.05587890625,0.0001,0.0026851315051317215,0.020163652
2740,17899520,874,6531,0.03883408369962126,0.2,-2.5978551018238067,0.48943811655044556,8730,-0.007077277518837946,0.0715966796875,0.0001,-0.019569650292396545,0.019251274
2740,17920000,875,6538,0.03087175189051777,0.2,-2.586566771864891,0.4904894232749939,8740,-0.006122820729506202,0.0647802734375,0.0001,-0.019896764308214188,0.02005669
2740,17940480,876,6545,0.034069271376356486,0.2,-2.6168396496772766,0.4328072667121887,8750,-0.005177229906548746,0.0610302734375,0.0001,-0.027147259563207626,0.017971665
2740,17960960,877,6553,0.03090596084948629,0.2,-2.572841553688049,0.47930026054382324,8760,-0.005286593094351702,0.059521484375,0.0001,-0.026752304285764694,0.018741375
2740,17981440,878,6560,0.0703467698674649,0.2,-2.570545648932457,0.36268097162246704,8770,-0.006570780047622975,0.062265625,0.0001,-0.01911100745201111,0.019464154
2740,18001920,879,6568,0.044721945156343285,0.2,-2.6115163588523864,0.4555515646934509,8780,-0.007204827111272607,0.067353515625,0.0001,-0.02328368090093136,0.018589966
2740,18022400,880,6575,0.03981307389214635,0.2,-2.568120997548103,0.49693775177001953,8790,-0.004606767647783272,0.0542626953125,0.0001,-0.02611601911485195,0.018599901
2740,18042880,881,6582,0.02877723053097725,0.2,-2.5903330314159394,0.4036775231361389,8800,-0.003998340310645289,0.062939453125,0.0001,-0.01842951774597168,0.021331692
2740,18063360,882,6590,0.04647876216564328,0.2,-2.5521326833963394,0.42323946952819824,8810,-0.006152591981808655,0.0618310546875,0.0001,-0.018003594130277634,0.01816253
2741,18083840,883,6597,0.03871543993707746,0.2,-2.5596742737293243,0.4123649597167969,8820,-0.007438491989159956,0.069423828125,0.0001,-0.029018748551607132,0.02107178
2740,18104320,884,6605,0.049158496954478326,0.2,-2.572120878100395,0.4913749098777771,8830,-0.004993756978801684,0.059443359375,0.0001,-0.014386914670467377,0.020232113
2741,18124800,885,6612,0.03970109181012958,0.2,-2.60803826212883,0.4403368830680847,8840,-0.0068789337630732915,0.0616455078125,0.0001,-0.018386125564575195,0.02106362
2741,18145280,886,6619,0.03129907290451229,0.2,-2.5720651924610136,0.42390602827072144,8850,-0.003802798294345848,0.05759765625,0.0001,-0.014044453389942646,0.019077072
2741,18165760,887,6627,0.03531990481540561,0.2,-2.5868858379125594,0.4143669009208679,8860,-0.006444805793580599,0.055947265625,0.0001,-0.020936887711286545,0.015299359
2741,18186240,888,6634,0.03968095201998949,0.2,-2.5718611139059067,0.4293058514595032,8870,-0.0038848143338691445,0.0533203125,0.0001,-0.013982046395540237,0.020991221
2741,18206720,889,6641,0.03596012013964355,0.2,-2.5602762585878374,0.4975796341896057,8880,-0.004887392059608828,0.0569482421875,0.0001,-0.014812828041613102,0.02062391
2741,18227200,890,6649,0.0458957765577361,0.2,-2.575563383102417,0.43727564811706543,8890,-0.006449815353553276,0.062080078125,0.0001,-0.017256906256079674,0.019855872
2741,18247680,891,6656,0.03462528358679265,0.2,-2.603612635731697,0.41779929399490356,8900,-0.004881641195388511,0.058994140625,0.0001,-0.015071609988808632,0.019601017
2741,18268160,892,6664,0.028307942368555813,0.2,-2.5799062848091125,0.4732944965362549,8910,-0.005940964116598479,0.0615576171875,0.0001,-0.019564207643270493,0.020223076
2741,18288640,893,6671,0.039199769971892236,0.2,-2.5872606098651887,0.4588332176208496,8920,-0.007151764318114147,0.059453125,0.0001,-0.021380465477705002,0.018150564
2741,18309120,894,6678,0.03252978977747262,0.2,-2.5627582520246506,0.42345815896987915,8930,-0.006191016552620567,0.0642529296875,0.0001,-0.02204367145895958,0.018059034
2741,18329600,895,6686,0.027073581009171902,0.2,-2.5874557775259017,0.428069531917572,8940,-0.005694266313221306,0.0559814453125,0.0001,-0.016711631789803505,0.018720545
2741,18350080,896,6693,0.04197991034481675,0.2,-2.543376535773277,0.4967770576477051,8950,-0.004737374546530191,0.0588037109375,0.0001,-0.02137000299990177,0.018251002
2741,18370560,897,6700,0.035176361287012695,0.2,-2.5598748075962066,0.4469599723815918,8960,-0.003921884525625501,0.051923828125,0.0001,-0.023272670805454254,0.01889258
2741,18391040,898,6708,0.040389304752461615,0.2,-2.605043134689331,0.4558667540550232,8970,-0.005109674733539578,0.05984375,0.0001,-0.011664173565804958,0.019205775
2741,18411520,899,6715,0.029664320182055236,0.2,-2.5980654948949815,0.406380295753479,8980,-0.006028088727325667,0.0630615234375,0.0001,-0.020079465582966805,0.018629603
2741,18432000,900,6723,0.0434037131909281,0.2,-2.5718048459291456,0.4339900612831116,8990,-0.005680849282362033,0.0728857421875,0.0001,-0.010833144187927246,0.021478053
2741,18452480,901,6730,0.0447796149039641,0.2,-2.571045159101486,0.44432634115219116,9000,-0.0066299913983675655,0.0622705078125,0.0001,0.015573758631944656,0.020494167
2741,18472960,902,6737,0.04033051284495741,0.2,-2.596237183213234,0.4545915722846985,9010,-0.006170709865982644,0.061611328125,0.0001,-0.024688778445124626,0.018414527
2741,18493440,903,6745,0.03885927167721093,0.2,-2.5973926371335985,0.42516130208969116,9020,-0.005320122969860677,0.057421875,0.0001,-0.0168295931071043,0.01930352
2741,18513920,904,6752,0.044561019372195004,0.2,-2.5940983361005783,0.5523954033851624,9030,-0.005397008828877006,0.0535595703125,0.0001,-0.019104471430182457,0.01964516
2741,18534400,905,6759,0.045919722546823326,0.2,-2.6161823320388793,0.44816744327545166,9040,-0.005632250894850585,0.067177734375,0.0001,-0.020933879539370537,0.020578504
2741,18554880,906,6767,0.04517103934660554,0.2,-2.58830899477005,0.47241002321243286,9050,-0.006367607175779995,0.061318359375,0.0001,-0.014688543975353241,0.019204166
2741,18575360,907,6774,0.03563546248711646,0.2,-2.624116070270538,0.3792046308517456,9060,-0.0072213399680913426,0.0635888671875,0.0001,-0.020852502435445786,0.018422607
2741,18595840,908,6782,0.036918006725609305,0.2,-2.5847082072496415,0.4466249346733093,9070,-0.0050804775662254545,0.0629345703125,0.0001,-0.020748065784573555,0.020607084
2741,18616320,909,6789,0.03489394572097808,0.2,-2.5820406740903854,0.44919663667678833,9080,-0.005080322893045377,0.0587841796875,0.0001,-0.025330880656838417,0.017624905
2741,18636800,910,6797,0.039184951107017696,0.2,-2.5889078688621523,0.4737212657928467,9090,-0.004270198134763632,0.0546630859375,0.0001,-0.008778806775808334,0.017914342
2741,18657280,911,6804,0.03967929774429649,0.2,-2.5740821313858033,0.46458905935287476,9100,-0.004826725719321984,0.053564453125,0.0001,-0.02006509341299534,0.017597627
2741,18677760,912,6811,0.03590405977331102,0.2,-2.571970223784447,0.40647614002227783,9110,-0.006211251750937663,0.065322265625,0.0001,-0.023419266566634178,0.022431055
2741,18698240,913,6819,0.03650208443403244,0.2,-2.555015149116516,0.4675014615058899,9120,-0.005593996539828367,0.0597607421875,0.0001,-0.019798725843429565,0.021413531
2742,18718720,914,6826,0.038980731298215686,0.2,-2.5648132491111757,0.44274401664733887,9130,-0.007011398047616239,0.059677734375,0.0001,-0.0212695375084877,0.020022012
2742,18739200,915,6833,0.06796949558891356,0.2,-2.544198439121246,0.4639616012573242,9140,-0.004802284625184256,0.0600244140625,0.0001,-0.008954666554927826,0.020577688
2742,18759680,916,6841,0.03693111556582153,0.2,-2.5916644597053526,0.46200138330459595,9150,-0.005659018593432847,0.059853515625,0.0001,-0.01755775511264801,0.019872826
2742,18780160,917,6848,0.037751667252741754,0.2,-2.55400763630867,0.3935146927833557,9160,-0.0065083049918757754,0.0647509765625,0.0001,-0.009568087756633759,0.019684797
2742,18800640,918,6856,0.04197534468024969,0.2,-2.551731669306755,0.45598989725112915,9170,-0.005415839729248546,0.0563037109375,0.0001,-0.02218087762594223,0.018687239
2742,18821120,919,6863,0.045327454502694306,0.2,-2.5484059077501295,0.4510434865951538,9180,-0.006272091812570579,0.06240234375,0.0001,-0.007290560752153397,0.020852618
2742,18841600,920,6871,0.04009527837391943,0.2,-2.5616624611616134,0.4232274293899536,9190,-0.006455046297051012,0.0645458984375,0.0001,-0.01872582733631134,0.019818464
2742,18862080,921,6878,0.044428792325779794,0.2,-2.5627595072984697,0.4804191589355469,9200,-0.007314507517148741,0.07189453125,0.0001,-0.014918798580765724,0.022167522
2742,18882560,922,6886,0.03240502750501037,0.2,-2.539451563954353,0.4038879871368408,9210,-0.0055103778370539655,0.0592919921875,0.0001,-0.030147917568683624,0.022044268
2742,18903040,923,6893,0.03560730133205652,0.2,-2.5615252858400344,0.37362468242645264,9220,-0.006430081432044972,0.06048828125,0.0001,-0.017701098695397377,0.019393435
2742,18923520,924,6901,0.03798314944375306,0.2,-2.5611121797561647,0.3763260245323181,9230,-0.005929919336049352,0.055380859375,0.0001,-0.019910302013158798,0.017138902
2742,18944000,925,6908,0.038722531525418165,0.2,-2.5800370806455613,0.4868646264076233,9240,-0.005876567277591675,0.061162109375,0.0001,-0.017512662336230278,0.020611566
2742,18964480,926,6915,0.03745078457985073,0.2,-2.568250639438629,0.43188947439193726,9250,-0.006696363327209838,0.0605517578125,0.0001,-0.0305804330855608,0.020106602
2742,18984960,927,6923,0.03894826769363135,0.2,-2.574078047275543,0.4690287113189697,9260,-0.005845859920664225,0.0668603515625,0.0001,-0.014329016208648682,0.02313531
2742,19005440,928,6931,0.0352517752116546,0.2,-2.56426123380661,0.45774853229522705,9270,-0.0038833572634030134,0.0554052734375,0.0001,-0.02113046869635582,0.017717157
2742,19025920,929,6938,0.04414488718379289,0.2,-2.550291998386383,0.4396324157714844,9280,-0.004165075646305923,0.066923828125,0.0001,-0.005901411175727844,0.021323869
2742,19046400,930,6945,0.03922820226289332,0.2,-2.5692451894283295,0.3978084921836853,9290,-0.006001027585880365,0.0690380859375,0.0001,-0.015433788299560547,0.022778329
2742,19066880,931,6953,0.04415748076979071,0.2,-2.5575630229711535,0.4268469214439392,9300,-0.0058537999744294215,0.0597802734375,0.0001,-0.019118374213576317,0.01854223
2742,19087360,932,6960,0.0347263889759779,0.2,-2.538880378603935,0.48523223400115967,9310,-0.006795257397461682,0.0612548828125,0.0001,-0.024651482701301575,0.01943233
2742,19107840,933,6967,0.03989409700967372,0.2,-2.554941640496254,0.4579392671585083,9320,-0.006600404445780441,0.0645458984375,0.0001,-0.01794850453734398,0.020594481
2742,19128320,934,6975,0.04390682149678469,0.2,-2.549896340370178,0.49779677391052246,9330,-0.005690308903867844,0.0591015625,0.0001,-0.017588742077350616,0.017439563
2742,19148800,935,6982,0.047551304148510096,0.2,-2.5619550728797913,0.45156288146972656,9340,-0.005079434518702328,0.06240234375,0.0001,-0.02160390093922615,0.021751726
2742,19169280,936,6990,0.042957549309358,0.2,-2.5424677032232283,0.45765143632888794,9350,-0.005219435478502419,0.06373046875,0.0001,-0.014305360615253448,0.019511774
2742,19189760,937,6997,0.03314987059682608,0.2,-2.549933062195778,0.45414161682128906,9360,-0.0062512732930190395,0.056552734375,0.0001,-0.027576880529522896,0.017325578
2742,19210240,938,7004,0.03990575210191309,0.2,-2.545635906457901,0.418609082698822,9370,-0.006228305963741149,0.06734375,0.0001,-0.018290964886546135,0.021799032
2742,19230720,939,7012,0.03268394676502794,0.2,-2.541432268023491,0.425392210483551,9380,-0.005431439503736328,0.0668505859375,0.0001,-0.01343587040901184,0.022762837
2742,19251200,940,7019,0.040282156644389035,0.2,-2.5375885581970214,0.48341459035873413,9390,-0.0038778896219446323,0.054296875,0.0001,0.0027595534920692444,0.019151045
2742,19271680,941,7026,0.04307027883827686,0.2,-2.5340590006113053,0.4464941620826721,9400,-0.0059835310079506595,0.056279296875,0.0001,-0.02421165630221367,0.018532554
2742,19292160,942,7034,0.039939261707477275,0.2,-2.527557756304741,0.4736170768737793,9410,-0.006122257938841358,0.061806640625,0.0001,-0.01344914548099041,0.019170491
2742,19312640,943,7041,0.04422993342857808,0.2,-2.520976951122284,0.41533851623535156,9420,-0.004807806650060229,0.058203125,0.0001,-0.01389591209590435,0.021057319
2742,19333120,944,7048,0.04862875552847981,0.2,-2.520304244160652,0.45342332124710083,9430,-0.0058177990160766056,0.0622216796875,0.0001,-0.010663693770766258,0.019448308
2742,19353600,945,7056,0.040607521547935906,0.2,-2.528604059815407,0.4614253640174866,9440,-0.005282230045704637,0.0614990234375,0.0001,-0.012502115219831467,0.020810831
2742,19374080,946,7063,0.044145806850865485,0.2,-2.500752787590027,0.4646472930908203,9450,-0.006086280443705619,0.063232421875,0.0001,-0.016449127346277237,0.020792268
2742,19394560,947,7070,0.03608091231901198,0.2,-2.4973009276390075,0.43175870180130005,9460,-0.005526122323353775,0.07119140625,0.0001,-0.018338482826948166,0.022274336
2742,19415040,948,7078,0.0377493307646364,0.2,-2.4942232823371886,0.4158639907836914,9470,-0.0061572613401222045,0.05974609375,0.0001,-0.02352982759475708,0.019559927
2742,19435520,949,7085,0.0472390534169972,0.2,-2.4972867518663406,0.4611077308654785,9480,-0.005129296793602407,0.0589892578125,0.0001,-0.006210409104824066,0.020916453
2742,19456000,950,7092,0.04110445995349437,0.2,-2.51207743704319,0.4925558567047119,9490,-0.005555933835275937,0.0621875,0.0001,-0.017602698877453804,0.022097502
2743,19476480,951,7100,0.04162337139248848,0.2,-2.5151570719480514,0.4879157543182373,9500,-0.00563268852973124,0.0638525390625,0.0001,-0.007950447499752045,0.019419748
2743,19496960,952,7107,0.0397007568506524,0.2,-2.5342310917377473,0.4228188991546631,9510,-0.005115917543007526,0.0521875,0.0001,-0.015413619577884674,0.016626963
2743,19517440,953,7114,0.03746965552680195,0.2,-2.5119883835315706,0.430904746055603,9520,-0.006051447289646603,0.0576513671875,0.0001,-0.030916864052414894,0.020888384
2743,19537920,954,7122,0.04291951136197895,0.2,-2.427343623638153,0.4499378204345703,9530,-0.006001362508977763,0.0621484375,0.0001,-0.012070387601852417,0.021486407
2743,19558400,955,7129,0.03567180581390858,0.2,-2.5195005017519,0.4744037985801697,9540,-0.004672129827667959,0.0626611328125,0.0001,-0.01758933812379837,0.020755906
2743,19578880,956,7137,0.034277126146480444,0.2,-2.5112167197465896,0.4425438642501831,9550,-0.0057922017225064334,0.0641552734375,0.0001,-0.015323944389820099,0.019964054
2743,19599360,957,7144,0.0462677471479401,0.2,-2.509698714017868,0.43600547313690186,9560,-0.004675333858467638,0.0599755859375,0.0001,-0.015568936243653297,0.021485163
2743,19619840,958,7151,0.03175926363561302,0.2,-2.497988745570183,0.3890078663825989,9570,-0.00558630618499592,0.061435546875,0.0001,-0.01715676859021187,0.020760199
2743,19640320,959,7159,0.03993823006749153,0.2,-2.518834112882614,0.3926997184753418,9580,-0.0061117938967072405,0.06623046875,0.0001,-0.013389715924859047,0.021349832
2743,19660800,960,7166,0.05089645970612764,0.2,-2.513026967048645,0.4309341311454773,9590,-0.005761536106001585,0.051513671875,0.0001,-0.013828741386532784,0.019004468
2743,19681280,961,7173,0.04694729833398014,0.2,-2.4988869899511337,0.4600569009780884,9600,-0.006111334818415344,0.0627734375,0.0001,-0.014711679890751839,0.021607924
2743,19701760,962,7181,0.041393717499449846,0.2,-2.490812469124794,0.45901572704315186,9610,-0.005459722379164304,0.057275390625,0.0001,-0.02287285402417183,0.018447246
2743,19722240,963,7188,0.04710985470563173,0.2,-2.5396591174602507,0.45325762033462524,9620,-0.00577761470573023,0.0589404296875,0.0001,-0.018261024728417397,0.019165087
2743,19742720,964,7196,0.04947961546946317,0.2,-2.5336651730537416,0.4337812066078186,9630,-0.005144269703596365,0.053388671875,0.0001,-0.018565526232123375,0.01676527
2743,19763200,965,7203,0.030856264331378044,0.2,-2.5624064218997957,0.28890150785446167,9640,-0.005187066871440038,0.0551318359375,0.0001,-0.014064155519008636,0.020397248
2743,19783680,966,7211,0.03701850981451571,0.2,-2.543940481543541,0.4962095022201538,9650,-0.006030792595702224,0.059443359375,0.0001,-0.013524378649890423,0.019675981
2743,19804160,967,7218,0.04377739877905697,0.2,-2.5564777302742003,0.44387727975845337,9660,-0.006116447400709149,0.0619580078125,0.0001,-0.016545256599783897,0.017549925
2743,19824640,968,7226,0.038466974012553695,0.2,-2.5480188119411467,0.48717600107192993,9670,-0.003809738115523942,0.0525732421875,0.0001,-0.013364419341087341,0.01933204
2743,19845120,969,7233,0.04352599801961333,0.2,-2.534673833847046,0.42064523696899414,9680,-0.003951860899687745,0.0609716796875,0.0001,-0.02330789715051651,0.019859998
2743,19865600,970,7240,0.03934023011475801,0.2,-2.567402691245079,0.4381040334701538,9690,-0.007070920898404438,0.062314453125,0.0001,-0.019883623346686363,0.019164085
2743,19886080,971,7248,0.037883637114427986,0.2,-2.5320193833112716,0.48189210891723633,9700,-0.005926211572514149,0.060107421875,0.0001,-0.012782100588083267,0.01984557
2743,19906560,972,7255,0.04333849182818085,0.2,-2.534849863052368,0.46059584617614746,9710,-0.00533935160987312,0.0514208984375,0.0001,-0.025407619774341583,0.016281385
2743,19927040,973,7262,0.0474875823315233,0.2,-2.560644901394844,0.4322342872619629,9720,-0.0050505990680539984,0.0547412109375,0.0001,-0.02896028943359852,0.019379187
2743,19947520,974,7270,0.04194241953548044,0.2,-2.574524398446083,0.4112558960914612,9730,-0.005497150244773366,0.061318359375,0.0001,-0.00980013981461525,0.019058995
2743,19968000,975,7277,0.03674252123106271,0.2,-2.540962546467781,0.5070692300796509,9740,-0.006235869031515903,0.0615380859375,0.0001,-0.006463022902607918,0.022140393
2743,19988480,976,7284,0.04410253293346614,0.2,-2.5466044783592223,0.44552934169769287,9750,-0.0061201626244292125,0.0590869140625,0.0001,-0.023854166269302368,0.018394591
2743,20008960,977,7292,0.03646746067795902,0.2,-2.516153348684311,0.4089953303337097,9760,-0.005636210687807761,0.057802734375,0.0001,-0.002763759344816208,0.018371904
2743,20029440,978,7299,0.03765299989841878,0.2,-2.5238684964179994,0.3758932948112488,9770,-0.005298262615106068,0.060263671875,0.0001,-0.016764197498559952,0.02117932
2743,20049920,979,7306,0.047379670487716796,0.2,-2.531591011285782,0.38823240995407104,9780,-0.0052150127093773336,0.06171875,0.0001,-0.006988324224948883,0.019962767
2743,20070400,980,7314,0.03834823646117002,0.2,-2.529550526738167,0.3881709575653076,9790,-0.004822328258887865,0.057919921875,0.0001,-0.013018500059843063,0.01959027
2743,20090880,981,7321,0.04072602402418852,0.2,-2.539043583273888,0.43285536766052246,9800,-0.0029690431934432126,0.0539990234375,0.0001,-0.012526923790574074,0.020265108
2743,20111360,982,7329,0.04228175277356058,0.2,-2.5187738740444185,0.3725484013557434,9810,-0.005935141541413031,0.06283203125,0.0001,0.000626271590590477,0.019426916
2743,20131840,983,7336,0.03574158802162856,0.2,-2.536107311248779,0.43429356813430786,9820,-0.005972108457499416,0.065166015625,0.0001,-0.019460521638393402,0.022418471
2744,20152320,984,7344,0.03404878293629736,0.2,-2.5410151529312133,0.3291122317314148,9830,-0.005014301382470876,0.0602392578125,0.0001,-0.026395851746201515,0.020457422
2744,20172800,985,7351,0.03132671858649701,0.2,-2.526211735010147,0.2971689701080322,9840,-0.005429850712243933,0.0563037109375,0.0001,-0.02413894236087799,0.018679822
2744,20193280,986,7358,0.03585539043415338,0.2,-2.5388398241996764,0.4315844178199768,9850,-0.005373834332713159,0.059013671875,0.0001,-0.013201666995882988,0.01876679
2744,20213760,987,7366,0.03559023455716669,0.2,-2.550123176574707,0.4037136435508728,9860,-0.004755707540025469,0.062041015625,0.0001,-0.0180849339812994,0.019243421
2744,20234240,988,7373,0.03527800586540252,0.2,-2.579821279644966,0.38510262966156006,9870,-0.005168181341723539,0.0614697265625,0.0001,-0.020306697115302086,0.022595042
2744,20254720,989,7380,0.04884624027181417,0.2,-2.5613466227054595,0.4580445885658264,9880,-0.006100675415218575,0.0646435546875,0.0001,-0.021183067932724953,0.018534694
2744,20275200,990,7388,0.03807525854557753,0.2,-2.56765123128891,0.5710740089416504,9890,-0.005710976432310417,0.057978515625,0.0001,-0.01705806702375412,0.01879992
2744,20295680,991,7395,0.04194917566608638,0.2,-2.556816735267639,0.4702778458595276,9900,-0.005777243750926573,0.064892578125,0.0001,-0.012954631820321083,0.018883085
2744,20316160,992,7402,0.03118197319097817,0.2,-2.5587324857711793,0.47019368410110474,9910,-0.005410634152940475,0.059765625,0.0001,-0.011699188500642776,0.019367866
2744,20336640,993,7410,0.03634196507744491,0.2,-2.5552665364742277,0.47096937894821167,9920,-0.0049937727538053875,0.0582421875,0.0001,-0.021659258753061295,0.022132222
2744,20357120,994,7417,0.03736033854074776,0.2,-2.5626750808954237,0.4239795207977295,9930,-0.004948473438562359,0.0577880859375,0.0001,-0.023607397451996803,0.02008385
2744,20377600,995,7424,0.03818610458634794,0.2,-2.5664599388837814,0.4481121897697449,9940,-0.005516320950700902,0.0591455078125,0.0001,-0.01067310944199562,0.020717613
2744,20398080,996,7432,0.0412360774166882,0.2,-2.584022770524025,0.3987810015678406,9950,-0.0054682522479561155,0.060791015625,0.0001,-0.010460933670401573,0.018155277
2744,20418560,997,7439,0.03994508325587958,0.2,-2.584967020750046,0.456137478351593,9960,-0.005909668621898163,0.061162109375,0.0001,-0.02039423957467079,0.01848919
2744,20439040,998,7446,0.03160063233226538,0.2,-2.5837249660491945,0.5036806166172028,9970,-0.004909819836320821,0.0613671875,0.0001,-0.017485683783888817,0.01958984
2744,20459520,999,7454,0.04615903748665005,0.2,-2.5554841154813768,0.4099894165992737,9980,-0.005929543094243855,0.067919921875,0.0001,-0.01079944521188736,0.02223448
2744,20480000,1000,7461,0.031243527811020612,0.2,-2.5851791220903397,0.42265206575393677,9990,-0.006228272294101771,0.063125,0.0001,-0.013175930827856064,0.020893523
2744,20500480,1001,7469,0.04297094328794628,0.2,-2.558945738077164,0.5050132870674133,10000,-0.005698374428902753,0.0645458984375,0.0001,-0.024909725412726402,0.02165514
2744,20520960,1002,7476,0.042128313439898195,0.2,-2.5626701712608337,0.5013048946857452,10010,-0.005606954694376327,0.0566259765625,0.0001,-0.008270800113677979,0.019725682
2744,20541440,1003,7483,0.05092716710176319,0.2,-2.563934596180916,0.493289589881897,10020,-0.006712191436090507,0.0603466796875,0.0001,-0.012016808614134789,0.020215247
2744,20561920,1004,7491,0.04621838162187487,0.2,-2.5673264861106873,0.44613391160964966,10030,-0.005008734455914237,0.055830078125,0.0001,-0.01801067404448986,0.018692723
2744,20582400,1005,7498,0.05142301469109953,0.2,-2.555246204137802,0.48857420682907104,10040,-0.005952350151783321,0.0581103515625,0.0001,-0.015105383470654488,0.0197824
2744,20602880,1006,7505,0.0360005738819018,0.2,-2.5649122846126557,0.48358649015426636,10050,-0.00584820384712657,0.0687744140625,0.0001,-0.021413683891296387,0.02144089
2744,20623360,1007,7513,0.044365468034520746,0.2,-2.560158101916313,0.40282559394836426,10060,-0.006259250237781089,0.0661181640625,0.0001,-0.02044757828116417,0.020828638
2744,20643840,1008,7520,0.038122971118427815,0.2,-2.5502963095903395,0.45611846446990967,10070,-0.0047910090870573185,0.0539892578125,0.0001,-0.014566175639629364,0.019119248
2744,20664320,1009,7528,0.03342316670808941,0.2,-2.5685396057367327,0.3645188808441162,10080,-0.004501771723735146,0.0636279296875,0.0001,-0.024126417934894562,0.01988249
2745,20684800,1010,7535,0.04976436173543334,0.2,-2.5429707139730455,0.445498526096344,10090,-0.007432379575038795,0.0645947265625,0.0001,-0.01814519427716732,0.021723488
2745,20705280,1011,7542,0.03509920191485435,0.2,-2.5500945538282394,0.4205799102783203,10100,-0.0054260290673119015,0.0643115234375,0.0001,-0.024293124675750732,0.020367974
2745,20725760,1012,7550,0.04603807426057756,0.2,-2.5389636874198915,0.5165757834911346,10110,-0.006108179064467549,0.0671142578125,0.0001,-0.011921100318431854,0.021923728
2745,20746240,1013,7557,0.0442582767829299,0.2,-2.558744570016861,0.48788517713546753,10120,-0.004332950540992897,0.05224609375,0.0001,-0.016072725877165794,0.017407771
2745,20766720,1014,7564,0.04602031684014946,0.2,-2.550796791911125,0.4430253505706787,10130,-0.006116111337323673,0.066416015625,0.0001,-0.009099081158638,0.01930418
2745,20787200,1015,7572,0.04154029903933406,0.2,-2.5803180223703386,0.4826328158378601,10140,-0.006672057938412763,0.063232421875,0.0001,-0.02092394419014454,0.0213213
2745,20807680,1016,7579,0.045672524999827144,0.2,-2.569201626777649,0.4876311421394348,10150,-0.004800528894993477,0.063935546875,0.0001,-0.014089809730648994,0.022410572
2745,20828160,1017,7586,0.03336576937697828,0.2,-2.549211113452911,0.4505504369735718,10160,-0.005772225483378861,0.057177734375,0.0001,-0.026329319924116135,0.022477744
